student_id,school,major,year,age,gender,seed_keywords,interest_profile,research_interests,methods_tools,profile_keywords
UIUC_ENG_001841,UIUC,Computer Science,4,22,F,"['machine learning', 'data', 'algorithms', 'AI']","I'm specializing in Computer Science through capstone work and targeted research experience. My main interests include machine learning, software engineering, security, NLP and applying them to healthcare.","['security', 'education tech', 'machine learning', 'finance', 'healthcare']","['debugging', 'Git', 'APIs', 'testing', 'Python']","['machine learning', 'data', 'algorithms', 'software engineering', 'security', 'healthcare', 'debugging', 'Git', 'APIs', 'NLP', 'finance', 'SQL']"
UIUC_ENG_001842,UIUC,Computer Science,4,21,M,"['systems', 'AI', 'data', 'machine learning']","I'm specializing in Computer Science through capstone work and targeted research experience. My main interests include machine learning, algorithms, systems and applying them to education tech.","['robotics', 'HCI', 'data engineering', 'finance', 'manufacturing analytics']","['debugging', 'Python', 'testing', 'APIs', 'SQL']","['systems', 'AI', 'data', 'machine learning', 'algorithms', 'software engineering', 'education tech', 'debugging', 'Python', 'testing', 'NLP', 'data engineering']"
UIUC_ENG_001843,UIUC,Neural Engineering,4,22,F,"['modeling', 'team projects', 'experiments', 'design']","I'm specializing in Neural Engineering through capstone work and targeted research experience. My main interests include team projects, neuroimaging, biomechanics, classification models and applying them to healthcare.","['team projects', 'wearables', 'biomechanics', 'BCI', 'classification models']","['MATLAB', 'experiments', 'modeling', 'Python', 'data analysis']","['modeling', 'team projects', 'experiments', 'neuroimaging', 'biomechanics', 'signal processing', 'healthcare', 'MATLAB', 'classification models', 'devices', 'Python', 'data analysis']"
UIUC_ENG_001844,UIUC,Computer Engineering,3,21,M,"['computer vision', 'systems', 'IoT', 'hardware']","I'm building depth in Computer Engineering with advanced coursework and research/industry-style projects. My main interests include embedded systems, digital design, hardware-software co-design and applying them to smart devices.","['digital design', 'sensing', 'computer architecture', 'IoT', 'smart devices']","['Python', 'profiling', 'debugging', 'C/C++', 'Verilog/HDL']","['computer vision', 'systems', 'IoT', 'embedded systems', 'digital design', 'hardware-software co-design', 'smart devices', 'Python', 'profiling', 'debugging', 'microcontrollers', 'lab work']"
UIUC_ENG_001845,UIUC,Physics,4,22,F,"['modeling', 'design', 'data analysis', 'experiments']","I'm specializing in Physics through capstone work and targeted research experience. My main interests include modeling, numerical methods, instrumentation, scientific ML and applying them to imaging.","['applied physics', 'imaging', 'computing', 'energy', 'experiments']","['lab work', 'data analysis', 'numerical methods', 'MATLAB', 'simulation']","['modeling', 'design', 'data analysis', 'numerical methods', 'instrumentation', 'imaging', 'lab work', 'scientific ML', 'Python', 'capstone', 'energy', 'applied physics']"
UIUC_ENG_001846,UIUC,Computer Engineering,2,20,M,"['systems', 'architecture', 'embedded', 'IoT']","I'm getting more focused in Computer Engineering by taking core classes and joining hands-on team projects. My main interests include embedded systems, IoT, embedded and applying them to sensing.","['robotics', 'hardware-software co-design', 'smart devices', 'embedded systems', 'real-time systems']","['Python', 'microcontrollers', 'Verilog/HDL', 'debugging', 'C/C++']","['systems', 'architecture', 'embedded', 'embedded systems', 'IoT', 'sensing', 'Python', 'microcontrollers', 'Verilog/HDL', 'capstone', 'process monitoring', 'C/C++']"
UIUC_ENG_001847,UIUC,Electrical Engineering,4,22,M,"['signals', 'power', 'communications', 'embedded']","I'm specializing in Electrical Engineering through capstone work and targeted research experience. My main interests include controls, power systems, signals, fault detection and applying them to wireless.","['fault detection', 'wireless', 'smart grid', 'sensing', 'manufacturing automation']","['simulation', 'control design', 'MATLAB', 'lab instrumentation', 'circuit analysis']","['signals', 'power', 'communications', 'controls', 'power systems', 'circuits', 'wireless', 'simulation', 'control design', 'MATLAB', 'fault detection', 'smart grid']"
UIUC_ENG_001848,UIUC,Mechanical Engineering,4,21,M,"['robotics', 'materials', 'thermodynamics', 'manufacturing']","I'm specializing in Mechanical Engineering through capstone work and targeted research experience. My main interests include materials/mechanics, dynamics, manufacturing, data-driven modeling and applying them to aerospace.","['materials', 'automation', 'mechanical design', 'materials/mechanics', 'data-driven modeling']","['MATLAB', 'prototyping', 'simulation', 'CAD', 'Python']","['robotics', 'materials', 'thermodynamics', 'materials/mechanics', 'dynamics', 'manufacturing', 'aerospace', 'MATLAB', 'prototyping', 'simulation', 'data-driven modeling', 'Python']"
UIUC_ENG_001849,UIUC,Mechanical Engineering,4,22,M,"['manufacturing', 'dynamics', 'robotics', 'controls']","I'm specializing in Mechanical Engineering through capstone work and targeted research experience. My main interests include materials/mechanics, manufacturing, dynamics, data-driven modeling and applying them to manufacturing systems.","['product development', 'controls', 'robotics', 'thermodynamics', 'aerospace']","['Python', 'MATLAB', 'CAD', 'FEA basics', 'simulation']","['manufacturing', 'dynamics', 'robotics', 'materials/mechanics', 'controls', 'manufacturing systems', 'Python', 'MATLAB', 'CAD', 'data-driven modeling', 'automation', 'computer vision for inspection']"
UIUC_ENG_001850,UIUC,Civil Engineering,4,21,M,"['structures', 'risk', 'transportation', 'geotech']","I'm specializing in Civil Engineering through capstone work and targeted research experience. My main interests include structures, geotech, geotechnical and applying them to climate adaptation.","['transportation', 'construction management', 'risk/resilience', 'water resources', 'climate adaptation']","['design codes', 'simulation', 'statistical modeling', 'GIS', 'Python']","['structures', 'risk', 'transportation', 'geotech', 'geotechnical', 'construction', 'climate adaptation', 'design codes', 'simulation', 'statistical modeling', 'GIS', 'sustainability']"
UIUC_ENG_001851,UIUC,Engineering Mechanics,4,22,F,"['design', 'programming', 'data analysis', 'team projects']","I'm specializing in Engineering Mechanics through capstone work and targeted research experience. My main interests include structures, mechanics, dynamics, model calibration and applying them to robotics.","['structures', 'aerospace', 'model calibration', 'manufacturing', 'mechanics']","['FEA basics', 'data analysis', 'experiments', 'modeling', 'Python']","['design', 'programming', 'data analysis', 'structures', 'mechanics', 'dynamics', 'robotics', 'FEA basics', 'experiments', 'model calibration', 'design reviews', 'Python']"
UIUC_ENG_001852,UIUC,Computer Science,3,20,M,"['NLP', 'AI', 'machine learning', 'data']","I'm building depth in Computer Science with advanced coursework and research/industry-style projects. My main interests include systems, data engineering, HCI and applying them to manufacturing analytics.","['robotics', 'security', 'HCI', 'finance', 'systems']","['Git', 'Python', 'testing', 'SQL', 'debugging']","['NLP', 'AI', 'machine learning', 'systems', 'data engineering', 'HCI', 'security', 'manufacturing analytics', 'Git', 'Python', 'testing', 'SQL']"
UIUC_ENG_001853,UIUC,Computer Science & Bioengineering,3,21,F,"['experiments', 'modeling', 'programming', 'data analysis']","I'm building depth in Computer Science & Bioengineering with advanced coursework and research/industry-style projects. My main interests include computational modeling, software tools, medical imaging, image analysis and applying them to bioinformatics.","['biomedical signals', 'modeling', 'wearables', 'image analysis', 'devices data']","['SQL', 'Python', 'modeling', 'data analysis', 'Git']","['experiments', 'modeling', 'programming', 'computational modeling', 'software tools', 'medical imaging', 'bioinformatics', 'SQL', 'Python', 'image analysis', 'biomedical signals', 'data analysis']"
UIUC_ENG_001854,UIUC,Mechanical Engineering,4,21,M,"['manufacturing', 'dynamics', 'robotics', 'thermodynamics']","I'm specializing in Mechanical Engineering through capstone work and targeted research experience. My main interests include mechanical design, robotics, controls and applying them to manufacturing systems.","['aerospace', 'manufacturing systems', 'manufacturing', 'dynamics', 'robotics']","['experiments', 'CAD', 'simulation', 'FEA basics', 'Python']","['manufacturing', 'dynamics', 'robotics', 'mechanical design', 'controls', 'materials/mechanics', 'manufacturing systems', 'experiments', 'CAD', 'simulation', 'data-driven modeling', 'Python']"
UIUC_ENG_001855,UIUC,Agricultural & Biological Engr,4,22,F,"['data analysis', 'programming', 'design', 'team projects']","I'm specializing in Agricultural & Biological Engr through capstone work and targeted research experience. My main interests include design, intro engineering, problem solving, intro ML and applying them to healthcare.","['intro engineering', 'intro ML', 'team projects', 'design thinking', 'design']","['presentations', 'Excel', 'basic programming', 'research reading', 'prototyping']","['data analysis', 'programming', 'design', 'intro engineering', 'problem solving', 'healthcare', 'presentations', 'Excel', 'basic programming', 'intro ML', 'lab work', 'sustainability']"
UIUC_ENG_001856,UIUC,Systems Engineering & Design,3,20,M,"['programming', 'design', 'team projects', 'experiments']","I'm building depth in Systems Engineering & Design with advanced coursework and research/industry-style projects. My main interests include intro engineering, programming, design, intro ML and applying them to manufacturing.","['intro engineering', 'manufacturing', 'data analysis', 'design', 'design thinking']","['research reading', 'Excel', 'basic programming', 'prototyping', 'Python']","['programming', 'design', 'team projects', 'intro engineering', 'hands-on projects', 'manufacturing', 'research reading', 'Excel', 'basic programming', 'intro ML', 'prototyping', 'Python']"
